3.31,-5.99
3.19,-5.60
3.69,-5.57
2.06,-3.19
1.81,-2.98
1.66,-3.06
1.88,-3.42
1.76,-3.57
1.52,-4.10
1.24,-5.00
0.96,-4.88
1.15,-5.48
